"SRC_SYSTEM","SCENARIO","BUSINESS_DT","DT","PLANT_PRODUCT_ID","BP","PLAN","PPR","FORECAST","FACT"
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4519.73000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4566.39500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4594.78100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_10_8],3688.76500,4539.48000,4554.06000,,4562.65900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_10_8],3688.76400,4539.48000,4554.06100,,4396.07700
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4472.75500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_10_8],3688.76500,4539.48000,4554.06000,,4498.18200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4534.72200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_10_8],3688.76500,4539.48000,4554.06000,,4532.62200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_10_8],3688.76500,4539.48000,4554.05500,,4325.35100
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_10_8],3688.76400,4539.48000,4554.05500,,4482.74600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_10_8],3688.76500,4539.48000,4554.05400,,4447.89800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_10_8],3688.76500,4539.48000,4554.05500,,4453.45000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_10_8],3688.76500,4539.48000,4554.05400,,4435.97000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_10_8],3688.76500,4539.48000,4554.04100,,4417.08300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_10_8],3688.76500,4539.48000,4554.04100,,4421.70000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_10_8],3688.76400,4539.48000,4554.04000,,4279.94300
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_10_8],3688.76500,4539.48000,4554.04100,,4214.96900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_10_8],3688.76500,4539.48000,4554.04000,,4412.51400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4524.21500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4469.88600
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_10_8],3688.76500,4539.48000,4554.06100,,4413.39900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_10_8],3688.76400,4539.48000,4554.06000,4380.20000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_10_8],3688.76500,4539.48000,4554.06800,4380.20000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_10_8],3688.76500,4539.48000,4554.06800,4380.20000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_10_8],3688.76500,4539.48000,4554.06800,4380.20000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_10_8],3688.76400,4539.48000,4554.06900,4380.20000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58100,,2049.35000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58100,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58100,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.59000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.59000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.59000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.59000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_11_1-_01-M],1837.50500,2194.20900,2141.40200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_11_1-_01-M],1924.33400,2297.89400,2242.59100,,2149.22900
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_11_1-_01-M],1837.50500,2194.20900,2141.40200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_11_1-_01-M],1837.50500,2194.20900,2141.40200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_11_1-_01-M],1837.50500,2194.20900,2141.40200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58500,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58500,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58500,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58500,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_11_1-_01-M],1837.50500,2194.20900,2149.58500,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_11_1-_01-M],1837.50500,2194.20900,2153.68800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_11_1-_01-M],1837.50500,2194.20900,2153.68800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_11_1-_01-M],1837.50500,2194.20900,2153.68800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_11_1-_01-M],1837.50500,2194.20900,2153.68800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_11_1-_01-M],1837.50500,2194.20900,2153.68800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_11_1-_01-M],1837.50500,2194.20900,976.42300,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_11_1-_01-M],1837.50500,2194.20900,976.42300,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_11_1-_01-M],1837.50500,2194.20900,976.42300,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_11_1-_01-M],1837.50500,2035.42000,976.42300,2035.42000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_11_1-_01-M],1837.50500,1007.81400,1752.95200,1071.42800,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_11_1-_01-M],1837.50500,888.41600,1752.95200,952.03000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_11_1-_01-M],1837.50500,888.41600,1752.95200,952.03000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_11_1-_01-M],1837.50600,888.41600,1752.95200,952.03000,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_11_1-_01-V],737.42700,880.57900,862.66800,,822.44400
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_11_1-_01-V],737.42700,880.57900,862.66800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_11_1-_01-V],737.42700,880.57900,862.66800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_11_1-_01-V],737.42700,880.57900,862.66800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-05,[MENGE_11_1-_01-V],737.42700,880.57900,862.67200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-06,[MENGE_11_1-_01-V],737.42700,880.57900,862.67200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-07,[MENGE_11_1-_01-V],737.42700,880.57900,862.67200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-08,[MENGE_11_1-_01-V],737.42700,880.57900,862.67200,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-09,[MENGE_11_1-_01-V],737.42700,880.57900,859.38600,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-10,[MENGE_11_1-_01-V],776.70500,927.48200,905.16100,,867.47800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-11,[MENGE_11_1-_01-V],737.42700,880.57900,859.38600,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-12,[MENGE_11_1-_01-V],737.42700,880.57900,859.38600,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-13,[MENGE_11_1-_01-V],737.42700,880.57900,859.38600,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-14,[MENGE_11_1-_01-V],737.42700,880.57900,862.67000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-15,[MENGE_11_1-_01-V],737.42700,880.57900,862.67000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-16,[MENGE_11_1-_01-V],737.42700,880.57900,862.67000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-17,[MENGE_11_1-_01-V],737.42700,880.57900,862.67000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-18,[MENGE_11_1-_01-V],737.42700,880.57900,862.67000,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-19,[MENGE_11_1-_01-V],737.42700,880.57900,864.31700,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-20,[MENGE_11_1-_01-V],737.42700,880.57900,864.31700,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-21,[MENGE_11_1-_01-V],737.42700,880.57900,864.31700,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-22,[MENGE_11_1-_01-V],737.42700,880.57900,864.31700,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-23,[MENGE_11_1-_01-V],737.42700,880.57900,864.31700,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-24,[MENGE_11_1-_01-V],737.42700,880.57900,391.85800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-25,[MENGE_11_1-_01-V],737.42700,880.57900,391.85800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-26,[MENGE_11_1-_01-V],737.42700,880.57900,391.85800,,0.00000
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-27,[MENGE_11_1-_01-V],737.42700,816.85300,391.85800,816.85300,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-28,[MENGE_11_1-_01-V],737.42700,404.45500,703.49400,429.98500,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-29,[MENGE_11_1-_01-V],737.42700,356.53900,703.49400,382.06800,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-30,[MENGE_11_1-_01-V],737.42700,356.53900,703.49400,382.06800,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-31,[MENGE_11_1-_01-V],737.42700,356.53900,703.49400,382.06800,
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-01,[MENGE_11_1],7510.20100,8968.11000,8785.70600,,8376.04500
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-02,[MENGE_11_1],7510.20000,8968.11000,8785.70600,,8420.14200
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-03,[MENGE_11_1],7510.20100,8968.11000,8785.70600,,8390.31800
SAP MII,STG_HQ_DASHBOARD_TAB_ALL,2019-05-26,2019-05-04,[MENGE_11_1],7510.20000,8968.11000,8785.70500,,8397.91300
